NAME,STATE,CONSTITUENCY,PARTY,GENDER,AGE,CATEGORY,EDUCATION,CRIMINAL,ASSETS,LIABILITIES,WINNER,SYMBOL,GENERAL,POSTAL,TOTAL,% of Votes Secured - Over Total Votes Polled In Constituency,% of Votes Secured - Over Total Electors In Constituency,Over Total Valid Votes Polled In Constituency,Valid Votes,Total Votes Polled In The Constituency,TOTAL ELECTORS
NARRI. SWAMY KURUMA,Telangana,Bhongir,IND,MALE,36,GENERAL,Post Graduate,1,6302500,800000,0,Pressure cooker,897,1,898,0.06,0.05,0.06,1396750,1401721,1809241
KARUNAKAR REDDY NALLA,Telangana,Bhongir,JBNP,MALE,64,GENERAL,Post Graduate,3,,,0,Battery Torch,446,1,447,0.03,0.02,0.03,1396750,1401721,1809241
ANIL KUMAR GADEPAKA,Telangana,Bhongir,IND,MALE,36,SC,Post Graduate,1,,,0,Bat,390,3,393,0.03,0.02,0.03,1396750,1401721,1809241
ANIL KUMAR GADEPAKA,Telangana,Bhongir,IND,MALE,36,SC,Others,1,21200,0,0,Bat,390,3,393,0.03,0.02,0.03,1396750,1401721,1809241
AROORI RAMESH,Telangana,Warangal,BJP,MALE,56,SC,Post Graduate,6,,,0,Lotus,355875,5080,360955,28.44,19.77,28.66,1259566,1269265,1825492
ANIL KUMAR GADEPAKA,Telangana,Warangal,IND,MALE,36,SC,Post Graduate,1,,,0,Bat,4482,4,4486,0.35,0.25,0.36,1259566,1269265,1825492
ANIL KUMAR GADEPAKA,Telangana,Warangal,IND,MALE,36,SC,Others,1,21200,0,0,Bat,4482,4,4486,0.35,0.25,0.36,1259566,1269265,1825492
BUNGA JYOTHI RAMANA,Telangana,Warangal,AHNP,FEMALE,50,SC,Graduate,3,,,0,Sofa,4262,3,4265,0.34,0.23,0.34,1259566,1269265,1825492
PASULA RAVI,Telangana,Warangal,RPPRINAT,MALE,52,SC,12th Pass,1,2506000,100000,0,Dolli,2220,19,2239,0.18,0.12,0.18,1259566,1269265,1825492
POTHARAJU NARASIMHARAJU,Telangana,Warangal,IND,MALE,43,SC,10th Pass,1,24500,0,0,Drill machine,1955,0,1955,0.15,0.11,0.16,1259566,1269265,1825492
POGULA ASHOK,Telangana,Warangal,IND,MALE,57,SC,12th Pass,2,3892000,250000,0,Football player,1333,4,1337,0.11,0.07,0.11,1259566,1269265,1825492
PAITHARA ACHYUTH,Telangana,Warangal,IND,MALE,32,SC,Others,1,1399000,400000,0,Stethoscope,901,5,906,0.07,0.05,0.07,1259566,1269265,1825492
BALRAM NAIK PORIKA,Telangana,Mahabubabad,INC,MALE,60,ST,10th Pass,6,29919101,25246063,1,Hand,608505,4269,612774,55.23,39.95,55.6,1102195,1109534,1533858
KAVITHA MALOTH,Telangana,Mahabubabad,BHRS,FEMALE,44,ST,Graduate,2,49772259,1005024,0,Car,262416,1193,263609,23.76,17.19,23.92,1102195,1109534,1533858
ARUN KUMAR MYPATHI,Telangana,Mahabubabad,AIFB,MALE,38,ST,Post Graduate,3,1000,0,0,Lion,38252,884,39136,3.53,2.55,3.55,1102195,1109534,1533858
DURGA PALVANCHA,Telangana,Mahabubabad,IND,FEMALE,40,ST,Graduate Professional,1,1150000,48000,0,Glass tumbler,10112,7,10119,0.91,0.66,0.92,1102195,1109534,1533858
KONETI SUJATHA,Telangana,Mahabubabad,BSP,FEMALE,29,ST,12th Pass,1,10090700,1125000,0,Elephant,8058,35,8093,0.73,0.53,0.73,1102195,1109534,1533858
MOKALLA MURALIKRISHNA,Telangana,Mahabubabad,IND,MALE,56,ST,5th Pass,5,1412000,200000,0,Pot,4056,6,4062,0.37,0.26,0.37,1102195,1109534,1533858
PADIGA YARRAIAH,Telangana,Mahabubabad,IND,MALE,80,ST,Illiterate,6,,,0,Carrom board,2873,14,2887,0.26,0.19,0.26,1102195,1109534,1533858
RAMASAHAYAM RAGHURAM REDDY,Telangana,Khammam,INC,MALE,63,GENERAL,Others,1,582770537,95482677,1,Hand,759603,7326,766929,61.24,46.99,61.63,1244501,1252286,1631952
NAMA NAGESWARA RAO,Telangana,Khammam,BHRS,MALE,67,GENERAL,12th Pass,2,,,0,Car,297592,1490,299082,23.88,18.33,24.03,1244501,1252286,1631952
KASIMALLA NAGESWARA RAO,Telangana,Khammam,IND,MALE,48,SC,10th Pass,1,1050000,0,0,Apple,2232,5,2237,0.18,0.14,0.18,1244501,1252286,1631952
SHAIK SIRAJUDDIN,Telangana,Khammam,IND,MALE,34,GENERAL,Post Graduate,1,50000,25000,0,Ganna kisan,1661,2,1663,0.13,0.1,0.13,1244501,1252286,1631952
LINGAIAH DANDA,Telangana,Khammam,IND,MALE,78,GENERAL,Illiterate,1,3060000,0,0,Gas cylinder,693,7,700,0.06,0.04,0.06,1244501,1252286,1631952
MANOJ PAUL,Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDC,MALE,35,GENERAL,Graduate Professional,15,2433734,1000000,0,Coconut farm,8236,18,8254,4.07,2.61,4.11,200705,202597,315745
V.K. ABDUL AZIZ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,IND,MALE,42,GENERAL,8th Pass,2,8267000,187000,0,Chakki,2195,8,2203,1.09,0.7,1.1,200705,202597,315745
RITU SINGH,Chandigarh,Chandigarh,BSP,FEMALE,35,SC,Doctorate,8,711443,0,0,Elephant,6697,11,6708,1.49,1.02,1.5,446363,449383,660552
LAKHVIR SINGH ALIAS KOTLA,Chandigarh,Chandigarh,IND,MALE,57,GENERAL,10th Pass,1,12620848,1465000,0,Bucket,2625,1,2626,0.58,0.4,0.59,446363,449383,660552
PARTAP SINGH RANA,Chandigarh,Chandigarh,IND,MALE,65,GENERAL,8th Pass,1,28011750,0,0,Auto- rickshaw,306,1,307,0.07,0.05,0.07,446363,449383,660552
PATEL UMESHBHAI BABUBHAI,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,IND,MALE,47,GENERAL,Graduate,14,4752198,406981,1,Pressure cooker,42469,54,42523,46,31.69,46.51,91432,92448,134201
KETAN DAHYABHAI PATEL,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,INC,MALE,49,GENERAL,Others,4,184982833,29948844,0,Hand,11237,21,11258,12.18,8.39,12.31,91432,92448,134201
SAKIL LATIF KHAN,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,IND,MALE,37,GENERAL,5th Pass,1,,,0,Auto- rickshaw,323,0,323,0.35,0.24,0.35,91432,92448,134201
IDRISH G MULLA,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,IND,MALE,57,GENERAL,5th Pass,1,,,0,Bat,247,0,247,0.27,0.18,0.27,91432,92448,134201
SEEMA RIZVI,NCT OF Delhi,Chandni Chowk,AZSP,FEMALE,41,GENERAL,8th Pass,1,77000,0,0,Kettle,1089,0,1089,0.11,0.07,0.11,960539,966352,1646467
SHAIK JALEEL,NCT OF Delhi,Chandni Chowk,NRCP,MALE,49,GENERAL,5th Pass,6,,,0,Glass tumbler,947,2,949,0.1,0.06,0.1,960539,966352,1646467
MANOJ TIWARI,NCT OF Delhi,North-East Delhi,BJP,MALE,53,GENERAL,Post Graduate,2,328162601,10171659,1,Lotus,821567,2884,824451,53.06,33.45,53.3,1546858,1553679,2464397
KANHAIYA KUMAR,NCT OF Delhi,North-East Delhi,INC,MALE,37,GENERAL,Doctorate,6,1072966,0,0,Hand,684501,1172,685673,44.13,27.82,44.33,1546858,1553679,2464397
ASHOK KUMAR,NCT OF Delhi,North-East Delhi,BSP,MALE,66,GENERAL,Post Graduate,1,,,0,Elephant,12053,85,12138,0.78,0.49,0.78,1546858,1553679,2464397
ASHOK KUMAR,NCT OF Delhi,North-East Delhi,BSP,MALE,66,GENERAL,Graduate,2,15929248,0,0,Elephant,12053,85,12138,0.78,0.49,0.78,1546858,1553679,2464397
AKASH SRIVASTAV,NCT OF Delhi,North-East Delhi,JIHNDNTLP,MALE,28,GENERAL,Post Graduate,1,626683,0,0,Flute,1317,0,1317,0.08,0.05,0.09,1546858,1553679,2464397
ADV. BHIM KISHOR,NCT OF Delhi,North-East Delhi,PPID,MALE,33,SC,Graduate Professional,2,1770940,40000,0,Basket containing Fruits,826,1,827,0.05,0.03,0.05,1546858,1553679,2464397
SANJEEV KUMAR,NCT OF Delhi,North-East Delhi,PuPP,MALE,46,SC,Post Graduate,2,164500,0,0,Sewing machine,799,0,799,0.05,0.03,0.05,1546858,1553679,2464397
MANOJ KUMAR,NCT OF Delhi,North-East Delhi,IND,MALE,39,GENERAL,Post Graduate,2,16260000,0,1,Cauliflower,559,2,561,0.04,0.02,0.04,1546858,1553679,2464397
MANOJ KUMAR,NCT OF Delhi,North-East Delhi,IND,MALE,39,GENERAL,12th Pass,1,720227,500000,1,Cauliflower,559,2,561,0.04,0.02,0.04,1546858,1553679,2464397
MANOJ KUMAR,NCT OF Delhi,North-East Delhi,IND,MALE,39,GENERAL,12th Pass,2,,,1,Cauliflower,559,2,561,0.04,0.02,0.04,1546858,1553679,2464397
MANOJ KUMAR,NCT OF Delhi,North-East Delhi,IND,MALE,39,GENERAL,Graduate,1,32491416,2400000,1,Cauliflower,559,2,561,0.04,0.02,0.04,1546858,1553679,2464397
NIVEDITA SHARMA “PREM”,NCT OF Delhi,North-East Delhi,RSTJLKPS,FEMALE,57,GENERAL,Graduate,1,,,0,Cot,541,2,543,0.03,0.02,0.04,1546858,1553679,2464397
YOGESH SWAMY,NCT OF Delhi,North-East Delhi,IND,MALE,41,GENERAL,Graduate,1,6516226,0,0,Plastering trowel,410,0,410,0.03,0.02,0.03,1546858,1553679,2464397
JAGDISH,NCT OF Delhi,North-East Delhi,RSPS,MALE,44,SC,Illiterate,1,,,0,Whistle,276,0,276,0.02,0.01,0.02,1546858,1553679,2464397
JAGDISH,NCT OF Delhi,North-East Delhi,RSPS,MALE,44,SC,Graduate,2,4647882,333000,0,Whistle,276,0,276,0.02,0.01,0.02,1546858,1553679,2464397
KULDEEP KUMAR (MONU),NCT OF Delhi,East Delhi,AAAP,MALE,35,SC,12th Pass,6,4843966,758300,0,Broom,570494,662,571156,45.17,26.92,45.38,1258655,1264411,2121610
A. GOPALA KRISHNA,NCT OF Delhi,East Delhi,NRCP,MALE,32,GENERAL,12th Pass,2,,,0,Glass tumbler,2807,10,2817,0.22,0.13,0.22,1258655,1264411,2121610
SURENDRA SINGH BASOYA,NCT OF Delhi,East Delhi,PPID,MALE,48,GENERAL,12th Pass,1,,,0,Basket containing Fruits,392,7,399,0.03,0.02,0.03,1258655,1264411,2121610
SOMNATH BHARTI,NCT OF Delhi,New Delhi,AAAP,MALE,49,GENERAL,Post Graduate,5,,,0,Broom,374032,783,374815,44.21,24.55,44.48,842655,847764,1526694
RAAJ KUMAR ANAND,NCT OF Delhi,New Delhi,BSP,MALE,57,SC,Post Graduate,2,,,0,Elephant,5601,28,5629,0.66,0.37,0.67,842655,847764,1526694
PUNAM PANDEY,NCT OF Delhi,New Delhi,RLPI,FEMALE,49,GENERAL,12th Pass,2,26686500,11000000,0,Green chilli,640,1,641,0.08,0.04,0.08,842655,847764,1526694
