NAME,STATE,CONSTITUENCY,PARTY,GENDER,AGE,CATEGORY,EDUCATION,CRIMINAL,ASSETS,LIABILITIES,WINNER,SYMBOL,GENERAL,POSTAL,TOTAL,% of Votes Secured - Over Total Votes Polled In Constituency,% of Votes Secured - Over Total Electors In Constituency,Over Total Valid Votes Polled In Constituency,Valid Votes,Total Votes Polled In The Constituency,TOTAL ELECTORS
BIMA BHARTI,Bihar,Purnia,RJD,FEMALE,49,GENERAL,Literate,3,,,0,Hurricane lamp,27017,103,27120,2.27,1.43,2.31,1172010,1196238,1895036
DA KUMAR CHANDRADEEP,Bihar,Madhepura,RJD,MALE,57,GENERAL,Doctorate,1,,,0,Hurricane lamp,464982,1133,466115,38.53,22.48,39.6,1177070,1209822,2073608
GOPAL JEE THAKUR,Bihar,Darbhanga,BJP,MALE,54,GENERAL,Doctorate,1,39078830,6875610,1,Lotus,565706,924,566630,55.28,31.78,56.65,1000280,1024986,1782853
LALIT KUMAR YADAV,Bihar,Darbhanga,RJD,MALE,58,GENERAL,Post Graduate,1,,,0,Hurricane lamp,387408,1066,388474,37.9,21.79,38.84,1000280,1024986,1782853
AJAY NISHAD,Bihar,Muzaffarpur,INC,MALE,55,GENERAL,Graduate,2,296291687,10202589,0,Hand,383759,1063,384822,34.58,20.59,34.83,1104872,1112933,1869072
JITENDRA KUMAR,Bihar,Muzaffarpur,IND,MALE,56,GENERAL,Post Graduate,1,1229400,0,0,Scissors,8692,8,8700,0.78,0.47,0.79,1104872,1112933,1869072
NILIMA KUMARI,Bihar,Muzaffarpur,IND,FEMALE,48,GENERAL,Post Graduate,1,2539456,0,0,Bangles,7309,1,7310,0.66,0.39,0.66,1104872,1112933,1869072
SUNITA KUMARI,Bihar,Muzaffarpur,BJKVP,FEMALE,53,GENERAL,Post Graduate,1,,,0,Grapes,4791,1,4792,0.43,0.26,0.43,1104872,1112933,1869072
MUKESH KUMAR,Bihar,Muzaffarpur,IND,MALE,55,GENERAL,Not Given,1,700,0,0,Basket containing Fruits,3225,0,3225,0.29,0.17,0.29,1104872,1112933,1869072
AJITANSH GAUR,Bihar,Muzaffarpur,TAGRNP,MALE,35,GENERAL,Post Graduate,3,135666,0,0,Nagrik,1840,3,1843,0.17,0.1,0.17,1104872,1112933,1869072
SANJAY KUMAR,Bihar,Muzaffarpur,IND,MALE,41,GENERAL,5th Pass,6,1215000,0,0,Almirah,1811,1,1812,0.16,0.1,0.16,1104872,1112933,1869072
ABHAY KUMAR,Bihar,Muzaffarpur,SAP,MALE,41,GENERAL,12th Pass,1,,,0,Battery Torch,1170,4,1174,0.11,0.06,0.11,1104872,1112933,1869072
VEENA DEVI,Bihar,Vaishali,LJPRV,FEMALE,53,GENERAL,10th Pass,3,,,1,Helicopter,566225,818,567043,48.36,30.29,49.54,1144600,1172436,1871877
VIJAY KUMAR SHUKLA,Bihar,Vaishali,RJD,MALE,55,GENERAL,Doctorate,18,278909949,78544428,0,Hurricane lamp,476199,1210,477409,40.72,25.5,41.71,1144600,1172436,1871877
VINOD KUMAR SHARMA,Bihar,Vaishali,JNTRAAWJP,MALE,41,GENERAL,Graduate Professional,3,15191279,155000,0,Air conditioner,2929,5,2934,0.25,0.16,0.26,1144600,1172436,1871877
PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Bihar,Gopalganj,VSIP,MALE,36,SC,Post Graduate,1,18371625,3007530,0,Lady purse,383065,1621,384686,36.13,18.98,37.71,1020164,1064581,2027054
DINANATH MANJHI,Bihar,Gopalganj,AIMIM,MALE,45,SC,Graduate,1,,,0,Kite,29900,92,29992,2.82,1.48,2.94,1020164,1064581,2027054
SURENDRA RAM,Bihar,Gopalganj,BRRTD,MALE,56,SC,Literate,3,5335500,85000,0,Brush,6673,39,6712,0.63,0.33,0.66,1020164,1064581,2027054
HENA SHAHAB,Bihar,Siwan,IND,FEMALE,53,GENERAL,Graduate,2,142476988,1116288,0,Auto- rickshaw,293084,567,293651,29.42,15.44,30.24,971054,998204,1901956
AWADH BIHARI CHOUDHARY,Bihar,Siwan,RJD,MALE,77,GENERAL,Graduate,2,46665756,1397000,0,Hurricane lamp,198063,760,198823,19.92,10.45,20.47,971054,998204,1901956
JEEWAN KUMAR,Bihar,Siwan,IND,MALE,34,GENERAL,12th Pass,8,,,0,Cot,18489,101,18590,1.86,0.98,1.91,971054,998204,1901956
MAHENDRA SINGH ALIAS MAHENDRA RAI,Bihar,Siwan,IND,MALE,38,GENERAL,Graduate,1,,,0,Grapes,3920,2,3922,0.39,0.21,0.4,971054,998204,1901956
TRIBHUWAN RAM,Bihar,Maharajganj,PPID,MALE,51,SC,Graduate,1,1156867,300000,0,Basket containing Fruits,14830,8,14838,1.46,0.76,1.5,992422,1015313,1942449
AKHILESHWAR PRASAD SINGH,Bihar,Maharajganj,AIMIM,MALE,72,GENERAL,Graduate,3,,,0,Kite,7750,17,7767,0.76,0.4,0.78,992422,1015313,1942449
SHATRUDHAN TIWARY,Bihar,Saran,BHRTSP,MALE,63,GENERAL,8th Pass,3,26124905,11689473,0,Boat with man and sail,3661,26,3687,0.36,0.2,0.37,1010091,1022613,1800790
GYANI KUMAR SHARMA,Bihar,Saran,BED,MALE,37,GENERAL,Post Graduate,3,51000,0,0,Battery Torch,1699,5,1704,0.17,0.09,0.17,1010091,1022613,1800790
SHIV CHANDRA RAM,Bihar,Hajipur,RJD,MALE,53,SC,Graduate,3,24107571,6527138,0,Hurricane lamp,442553,3060,445613,38.56,22.59,39.84,1118397,1155605,1972915
SHAILENDRA KUMAR,Bihar,Hajipur,IND,MALE,44,SC,Post Graduate,1,811300,0,0,Auto- rickshaw,6153,8,6161,0.53,0.31,0.55,1118397,1155605,1972915
ASHOK KUMAR,Bihar,Hajipur,SAP,MALE,52,SC,Post Graduate,1,,,0,Almirah,4701,20,4721,0.41,0.24,0.42,1118397,1155605,1972915
ASHOK KUMAR,Bihar,Hajipur,SAP,MALE,52,SC,Graduate,2,15929248,0,0,Almirah,4701,20,4721,0.41,0.24,0.42,1118397,1155605,1972915
BALENDRA DAS,Bihar,Hajipur,JNSKJNDL,MALE,52,SC,Post Graduate,2,,,0,Flute,1308,10,1318,0.11,0.07,0.12,1118397,1155605,1972915
NITYANAND RAI,Bihar,Ujiarpur,BJP,MALE,58,GENERAL,Graduate,3,179527017,1400000,1,Lotus,515159,806,515965,49.48,29.51,50.64,1018799,1042749,1748377
ALOK KUMAR MEHTA,Bihar,Ujiarpur,RJD,MALE,55,GENERAL,Graduate Professional,3,105815493,1633010,0,Hurricane lamp,454870,993,455863,43.72,26.07,44.75,1018799,1042749,1748377
SANJAY PASWAN,Bihar,Ujiarpur,IND,MALE,45,SC,10th Pass,1,4541000,90000,0,Kettle,16961,2,16963,1.63,0.97,1.66,1018799,1042749,1748377
RAKESH KUMAR,Bihar,Ujiarpur,IND,MALE,31,GENERAL,12th Pass,5,5598600,600000,0,Auto- rickshaw,5953,4,5957,0.57,0.34,0.58,1018799,1042749,1748377
SANTHOSH RAI,Bihar,Ujiarpur,RJBP,MALE,43,GENERAL,Post Graduate,1,60000,0,0,Cauliflower,4423,3,4426,0.42,0.25,0.43,1018799,1042749,1748377
AMARESH RAY,Bihar,Ujiarpur,IND,MALE,45,GENERAL,10th Pass,3,29253500,50000,0,Air conditioner,2140,3,2143,0.21,0.12,0.21,1018799,1042749,1748377
ANSHU KUMAR,Bihar,Ujiarpur,SBSPSP,MALE,29,GENERAL,Graduate,2,880000,0,0,Almirah,1749,7,1756,0.17,0.1,0.17,1018799,1042749,1748377
MANOJ KUMAR,Bihar,Ujiarpur,JRVP,MALE,42,GENERAL,Post Graduate,2,16260000,0,1,Scissors,937,2,939,0.09,0.05,0.09,1018799,1042749,1748377
MANOJ KUMAR,Bihar,Ujiarpur,JRVP,MALE,42,GENERAL,12th Pass,1,720227,500000,1,Scissors,937,2,939,0.09,0.05,0.09,1018799,1042749,1748377
MANOJ KUMAR,Bihar,Ujiarpur,JRVP,MALE,42,GENERAL,12th Pass,2,,,1,Scissors,937,2,939,0.09,0.05,0.09,1018799,1042749,1748377
MANOJ KUMAR,Bihar,Ujiarpur,JRVP,MALE,42,GENERAL,Graduate,1,32491416,2400000,1,Scissors,937,2,939,0.09,0.05,0.09,1018799,1042749,1748377
GIRIRAJ SINGH,Bihar,Begusarai,BJP,MALE,71,GENERAL,Graduate,3,143169297,9000000,1,Lotus,646912,2419,649331,50.09,29.51,51.04,1272291,1296227,2200435
ABDHESH KUMAR ROY,Bihar,Begusarai,CPI,MALE,72,GENERAL,12th Pass,4,4554459,0,0,Ears of corn and sickle,564310,3541,567851,43.81,25.81,44.63,1272291,1296227,2200435
ARUN KUMAR,Bihar,Begusarai,IND,MALE,61,GENERAL,12th Pass,1,,,0,Almirah,4030,15,4045,0.31,0.18,0.32,1272291,1296227,2200435
ARUN KUMAR,Bihar,Begusarai,IND,MALE,61,GENERAL,Doctorate,1,99021663,900000,0,Almirah,4030,15,4045,0.31,0.18,0.32,1272291,1296227,2200435
RAJESH VERMA,Bihar,Khagaria,LJPRV,MALE,31,GENERAL,Graduate Professional,12,53894412,40745130,1,Helicopter,537331,1326,538657,50.71,29.22,52.26,1030783,1062299,1843767
SANJAY KUMAR,Bihar,Khagaria,CPI(M),MALE,56,GENERAL,5th Pass,6,1215000,0,0,"Hammer, Sickle and Star",375988,1538,377526,35.54,20.48,36.63,1030783,1062299,1843767
DINANATH CHANDRAVANSHI,Bihar,Khagaria,IND,MALE,39,GENERAL,8th Pass,3,1271000,1406000,0,Football player,6142,20,6162,0.58,0.33,0.6,1030783,1062299,1843767
AJEET SHARMA,Bihar,Bhagalpur,INC,MALE,70,GENERAL,Graduate,2,,,0,Hand,430025,1138,431163,40.48,21.69,41.77,1032278,1065031,1988207
RAMESH TUDU,Bihar,Bhagalpur,IND,MALE,42,ST,Others,1,4309000,0,0,Auto- rickshaw,6629,5,6634,0.62,0.33,0.64,1032278,1065031,1988207
DEEPAK KUMAR,Bihar,Bhagalpur,SUCI,MALE,45,GENERAL,Graduate,1,17489137,2932060,0,Battery Torch,3758,5,3763,0.35,0.19,0.36,1032278,1065031,1988207
MUKESH KUMAR,Bihar,Bhagalpur,AKBRPRVP,MALE,38,SC,Not Given,1,700,0,0,Kettle,3670,11,3681,0.35,0.19,0.36,1032278,1065031,1988207
GANESH KUMAR KUSHAWAHA,Bihar,Banka,SAP,MALE,44,GENERAL,Literate,1,,,0,Flute,7627,18,7645,0.75,0.41,0.78,979266,1014931,1859967
DR. SANDEEP SAURAV,Bihar,Nalanda,CPI(ML)(L),MALE,37,GENERAL,Doctorate,1,2248274,1129483,0,Flag with three stars,388052,2256,390308,34.09,17.01,34.69,1125166,1144956,2293994
SANJAY RAJESH,Bihar,Nalanda,KPJD,MALE,52,GENERAL,Graduate,1,8690000,0,0,Truck,7878,9,7887,0.69,0.34,0.7,1125166,1144956,2293994
SUDHIR DAS,Bihar,Nalanda,IND,MALE,41,SC,Literate,1,,,0,Binoculars,6804,2,6806,0.59,0.3,0.6,1125166,1144956,2293994
SANYUKTA KUMARI,Bihar,Nalanda,IND,FEMALE,47,GENERAL,10th Pass,2,,,0,Bicycle pump,6232,6,6238,0.54,0.27,0.55,1125166,1144956,2293994
RAMESH KUMAR,Bihar,Nalanda,NBEP,MALE,50,GENERAL,Post Graduate,3,85528,0,0,Gas cylinder,3840,5,3845,0.34,0.17,0.34,1125166,1144956,2293994
SURENDER SINGH,Bihar,Nalanda,IND,MALE,45,GENERAL,12th Pass,1,,,0,Biscuit,3341,4,3345,0.29,0.15,0.3,1125166,1144956,2293994
DILIP KUMAR,Bihar,Nalanda,MOSP,MALE,40,GENERAL,12th Pass,1,4841500,0,0,Hockey and ball,2724,5,2729,0.24,0.12,0.24,1125166,1144956,2293994
AWADHESH PRASAD,Bihar,Patna Sahib,IND,MALE,64,GENERAL,Post Graduate,1,52967071,1000000,1,School bag,4973,1,4974,0.46,0.22,0.46,1069937,1075992,2295527
MISHA BHARTI,Bihar,Patliputra,RJD,FEMALE,47,GENERAL,Graduate Professional,6,,,1,Hurricane lamp,612147,1136,613283,49.83,29.48,50.08,1224493,1230694,2080613
RAM KRIPAL YADAV,Bihar,Patliputra,BJP,MALE,63,GENERAL,Graduate,2,,,0,Lotus,526608,1501,528109,42.91,25.38,43.13,1224493,1230694,2080613
MD FAROOQUE RAZA,Bihar,Patliputra,AIMIM,MALE,42,GENERAL,12th Pass,2,24949734,2000000,0,Kite,4010,13,4023,0.33,0.19,0.33,1224493,1230694,2080613
SUBHASH KUMAR,Bihar,Patliputra,BHRTLKCHTP,MALE,47,GENERAL,12th Pass,3,119361258,2800000,0,Cot,1979,0,1979,0.16,0.1,0.16,1224493,1230694,2080613
NITESH KUMAR PATEL,Bihar,Patliputra,AJD,MALE,33,GENERAL,Post Graduate,3,1600500,0,0,Telephone,1816,1,1817,0.15,0.09,0.15,1224493,1230694,2080613
SUDAMA PRASAD,Bihar,Arrah,CPI(ML)(L),MALE,56,GENERAL,Graduate,3,9098946,2921615,1,Flag with three stars,526564,2818,529382,48.25,24.24,49.04,1079598,1097080,2183625
KRISHNA PASWAN,Bihar,Arrah,BKVP,MALE,54,SC,12th Pass,6,1035000,0,0,Ganna kisan,8709,40,8749,0.8,0.4,0.81,1079598,1097080,2183625
RAMJEE SINGH,Bihar,Arrah,VPI,MALE,52,GENERAL,12th Pass,1,4040000,0,0,Gas cylinder,2435,5,2440,0.22,0.11,0.23,1079598,1097080,2183625
SUDHAKAR SINGH,Bihar,Buxar,RJD,MALE,52,GENERAL,Graduate,3,67851400,57394347,1,Hurricane lamp,435062,3283,438345,40.81,22.66,41.19,1064142,1074086,1934352
MITHILESH TIWARI,Bihar,Buxar,BJP,MALE,53,GENERAL,Graduate,2,26788071,2012016,0,Lotus,405795,2459,408254,38.01,21.11,38.36,1064142,1074086,1934352
ANIL KUMAR,Bihar,Buxar,BSP,MALE,45,GENERAL,Graduate,6,84736820,11704610,0,Elephant,114312,402,114714,10.68,5.93,10.78,1064142,1074086,1934352
DADAN YADAV,Bihar,Buxar,IND,MALE,60,GENERAL,12th Pass,17,56437500,460430000,0,Sewing machine,15653,183,15836,1.47,0.82,1.49,1064142,1074086,1934352
MANOJ KUMAR,Bihar,Sasaram,INC,MALE,40,SC,Post Graduate,2,16260000,0,1,Hand,509977,3027,513004,46.72,26.79,47.51,1079856,1097925,1914914
MANOJ KUMAR,Bihar,Sasaram,INC,MALE,40,SC,12th Pass,1,720227,500000,1,Hand,509977,3027,513004,46.72,26.79,47.51,1079856,1097925,1914914
MANOJ KUMAR,Bihar,Sasaram,INC,MALE,40,SC,12th Pass,2,,,1,Hand,509977,3027,513004,46.72,26.79,47.51,1079856,1097925,1914914
MANOJ KUMAR,Bihar,Sasaram,INC,MALE,40,SC,Graduate,1,32491416,2400000,1,Hand,509977,3027,513004,46.72,26.79,47.51,1079856,1097925,1914914
SANTOSH KUMAR,Bihar,Sasaram,BSP,MALE,28,SC,8th Pass,1,6351500,14500,0,Elephant,45491,107,45598,4.15,2.38,4.22,1079856,1097925,1914914
SANTOSH KUMAR KHARWAR,Bihar,Sasaram,BHAGP,MALE,47,SC,Graduate,1,,,0,Walking stick,4817,5,4822,0.44,0.25,0.45,1079856,1097925,1914914
UJARAN MUSAHAR,Bihar,Sasaram,JNJWDIP,MALE,51,SC,Literate,1,684000,0,0,Saw,2616,4,2620,0.24,0.14,0.24,1079856,1097925,1914914
PAWAN SINGH,Bihar,Karakat,IND,MALE,38,GENERAL,10th Pass,7,,,0,Scissors,273546,1177,274723,26.58,14.55,27.2,1010023,1033379,1888005
UPENDRA KUSHWAHA,Bihar,Karakat,RSHTLKM,MALE,61,GENERAL,Post Graduate,7,18120465,1263756,0,Gas cylinder,253088,788,253876,24.57,13.45,25.14,1010023,1033379,1888005
PRIYANKA PRASAD CHOUDHARY,Bihar,Karakat,AIMIM,FEMALE,31,GENERAL,Graduate,1,25304133,100000,0,Kite,10983,23,11006,1.07,0.58,1.09,1010023,1033379,1888005
PRADEEP KUMAR JOSHI,Bihar,Karakat,RSWD,MALE,55,GENERAL,12th Pass,15,,,0,Almirah,5891,28,5919,0.57,0.31,0.59,1010023,1033379,1888005
SURENDRA PRASAD YADAV,Bihar,Jahanabad,RJD,MALE,65,GENERAL,Post Graduate,7,138754448,0,1,Hurricane lamp,440352,2683,443035,47.76,26.39,48.46,914315,927696,1678716
ARUN KUMAR,Bihar,Jahanabad,BSP,MALE,65,GENERAL,12th Pass,1,,,0,Elephant,85696,684,86380,9.31,5.15,9.45,914315,927696,1678716
ARUN KUMAR,Bihar,Jahanabad,BSP,MALE,65,GENERAL,Doctorate,1,99021663,900000,0,Elephant,85696,684,86380,9.31,5.15,9.45,914315,927696,1678716
ASHUTOSH KUMAR,Bihar,Jahanabad,RJnJnP,MALE,36,GENERAL,Graduate,2,,,0,Bat,12954,259,13213,1.42,0.79,1.45,914315,927696,1678716
DEEPAK KUMAR,Bihar,Jahanabad,JRJP,MALE,26,GENERAL,Graduate,1,17489137,2932060,0,Football player,8944,26,8970,0.97,0.53,0.98,914315,927696,1678716
ABHAY KUMAR SINHA,Bihar,Aurangabad,RJD,MALE,53,GENERAL,12th Pass,16,107718589,47801483,1,Hurricane lamp,463845,1722,465567,49.21,24.82,50.43,923253,946044,1875809
SUSHIL KUMAR SINGH,Bihar,Aurangabad,BJP,MALE,58,GENERAL,Post Graduate,2,202121473,7561319,0,Lotus,384819,1637,386456,40.85,20.6,41.86,923253,946044,1875809
MOHAMMAD WALIULLAH KHAN,Bihar,Aurangabad,IND,MALE,44,GENERAL,Graduate,1,2830000,0,0,Almirah,6591,13,6604,0.7,0.35,0.72,923253,946044,1875809
JITAN RAM MANJHI,Bihar,Gaya,HAMS,MALE,78,SC,Graduate,6,3020578,0,1,Pan,492732,2228,494960,51.3,27.18,52.3,946388,964870,1821330
KUMAR SARVJEET,Bihar,Gaya,RJD,MALE,48,SC,Graduate Professional,1,119061473,2988914,0,Hurricane lamp,390469,2679,393148,40.75,21.59,41.54,946388,964870,1821330
ASHOK KUMAR PASWAN,Bihar,Gaya,IND,MALE,44,SC,Post Graduate,1,234153,0,0,Auto- rickshaw,2692,9,2701,0.28,0.15,0.29,946388,964870,1821330
ARUN KUMAR,Bihar,Gaya,IND,MALE,60,SC,12th Pass,1,,,0,Table,2531,23,2554,0.26,0.14,0.27,946388,964870,1821330
ARUN KUMAR,Bihar,Gaya,IND,MALE,60,SC,Doctorate,1,99021663,900000,0,Table,2531,23,2554,0.26,0.14,0.27,946388,964870,1821330
SHEO SHANKAR,Bihar,Gaya,BHRTLKCHTP,MALE,66,SC,Post Graduate,1,10009000,529000,0,Coconut farm,2370,14,2384,0.25,0.13,0.25,946388,964870,1821330
SHRAWAN KUMAR,Bihar,Nawada,RJD,MALE,50,GENERAL,10th Pass,6,,,0,Hurricane lamp,340562,2376,342938,39.34,17.06,40,857278,871838,2010286
GANAURI PANDIT,Bihar,Nawada,PPID,MALE,64,GENERAL,Doctorate,1,2157974,0,0,School bag,4558,32,4590,0.53,0.23,0.54,857278,871838,2010286
ARCHANA KUMARI,Bihar,Jamui,RJD,FEMALE,38,SC,Post Graduate,1,,,0,Hurricane lamp,395696,868,396564,40.49,20.76,41.61,953051,979337,1910619
TUKARAM BHARAT PARAB,Goa,North Goa,RVLTGONP,MALE,39,GENERAL,Post Graduate,5,,,0,Football,45460,284,45744,10,7.88,10.16,450436,457222,580710
CAPTAIN VIRIATO FERNANDES,Goa,South Goa,INC,MALE,54,GENERAL,Graduate Professional,1,,,1,Hand,216022,1814,217836,48.31,36.37,48.88,445683,450956,598934
RUBERT PEREIRA,Goa,South Goa,RVLTGONP,MALE,39,ST,12th Pass,1,,,0,Football,18718,167,18885,4.19,3.15,4.24,445683,450956,598934
DR KALIDAS VAINGANKAR,Goa,South Goa,IND,MALE,44,GENERAL,Graduate Professional,2,1055814,0,0,Ship,707,13,720,0.16,0.12,0.16,445683,450956,598934
GENIBEN NAGAJI THAKOR,Gujarat,Banaskantha,INC,FEMALE,48,GENERAL,Graduate,1,8533965,627886,1,Hand,667072,4811,671883,48.75,34.22,49.63,1353736,1378128,1963312
PRAVINBHAI ISHVARBHAI CHAUHAN,Gujarat,Banaskantha,SWNTRABYKT,MALE,34,SC,8th Pass,3,720200,0,0,Nagrik,1822,1,1823,0.13,0.09,0.13,1353736,1378128,1963312
CHANDANJI TALAJI THAKOR,Gujarat,Patan,INC,MALE,51,GENERAL,10th Pass,1,,,0,Hand,555134,4937,560071,46.85,27.7,47.61,1176403,1195554,2021772
GHAGHA MASIHULLAH ABDULHAMID,Gujarat,Patan,SDPI,MALE,50,GENERAL,Literate,1,6018700,0,0,Auto- rickshaw,2305,7,2312,0.19,0.11,0.2,1176403,1195554,2021772
ABDULHAQ ISMAIL NEDARIYA,Gujarat,Patan,IND,MALE,46,GENERAL,5th Pass,1,,,0,Table,1510,14,1524,0.13,0.08,0.13,1176403,1195554,2021772
MUSTAKBHAI JAMALBHAI SANGHANI,Gujarat,Sabarkantha,IND,MALE,56,GENERAL,10th Pass,1,,,0,Batsman,3196,7,3203,0.25,0.16,0.26,1248282,1271490,1980797
KANUBHAI KHIMJIBHAI GADHAVI,Gujarat,Sabarkantha,IND,MALE,51,GENERAL,12th Pass,1,,,0,Tiller,1467,38,1505,0.12,0.08,0.12,1248282,1271490,1980797
AMIT SHAH,Gujarat,Gandhinagar,BJP,MALE,59,GENERAL,12th Pass,3,656712498,4209587,1,Lotus,999984,10988,1010972,76.38,46.3,77.78,1299797,1323545,2183402
PATHAN IMTIYAJKHAN,Gujarat,Gandhinagar,IND,MALE,40,GENERAL,5th Pass,3,,,0,Refrigerator,786,56,842,0.06,0.04,0.06,1299797,1323545,2183402
NAVSADALAM IBRAHIMBHAI MALEK,Gujarat,Gandhinagar,IND,MALE,39,GENERAL,Literate,1,25428628,552000,0,Computer,726,6,732,0.06,0.03,0.06,1299797,1323545,2183402
HIMMATSINH PRAHLADSINH PATEL,Gujarat,Ahmedabad East,INC,MALE,62,GENERAL,8th Pass,2,114882848,6012313,0,Hand,303713,4991,308704,27.3,15.13,27.62,1117836,1130756,2040263
KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,Gujarat,Surendranagar,IND,MALE,45,GENERAL,Literate,1,,,0,Auto- rickshaw,5173,16,5189,0.46,0.25,0.46,1118078,1133390,2035001
ZALA DEVRAJBHAI BABUBHAI,Gujarat,Surendranagar,IND,MALE,34,SC,8th Pass,3,483000,0,0,Hockey and ball,2442,21,2463,0.22,0.12,0.22,1118078,1133390,2035001
J.K.PATEL,Gujarat,Surendranagar,IND,MALE,47,GENERAL,12th Pass,1,11828344,795069,0,Batsman,2308,59,2367,0.21,0.12,0.21,1118078,1133390,2035001
PARSHOTTAMBHAI RUPALA,Gujarat,Rajkot,BJP,MALE,69,GENERAL,Graduate Professional,3,174316673,195000,1,Lotus,850846,7138,857984,67.3,40.61,68.22,1257620,1274866,2112726
NATHABHAI BHURABHAI ODEDRA,Gujarat,Porbandar,IND,MALE,59,GENERAL,8th Pass,1,,,0,Television,7164,137,7301,0.78,0.41,0.8,916009,930356,1769594
LAKHANSI ODEDARA,Gujarat,Porbandar,VKVIP,MALE,50,GENERAL,Graduate,2,,,0,Diamond,3130,42,3172,0.34,0.18,0.35,916009,930356,1769594
NADEEM MAHAMMAD HALA,Gujarat,Jamnagar,IND,MALE,42,GENERAL,5th Pass,4,,,0,Bat,1069,1,1070,0.1,0.06,0.1,1040151,1052099,1818959
CHUDASAMA RAJESHBHAI NARANBHAI,Gujarat,Junagadh,BJP,MALE,42,GENERAL,12th Pass,1,,,1,Lotus,578516,5533,584049,54.6,32.51,55.4,1054240,1069622,1796532
JOTVA HIRABHAI ARJANBHAI,Gujarat,Junagadh,INC,MALE,55,GENERAL,Graduate,2,66560865,5042297,0,Hand,444156,4399,448555,41.94,24.97,42.55,1054240,1069622,1796532
SANKHAT VIKRAMBHAI VISABHAI,Gujarat,Amreli,GBLRPBP,MALE,35,GENERAL,10th Pass,1,1570000,0,0,Pressure cooker,4958,51,5009,0.57,0.29,0.58,865077,877094,1733367
SANJAYBHAI MAGANBHAI MAKAWANA,Gujarat,Bhavnagar,IND,MALE,47,GENERAL,8th Pass,3,1611167,30000,0,Stumps,4131,22,4153,0.4,0.22,0.4,1028467,1051181,1918394
BHOI ASHISHKUMAR THAKORBHAI,Gujarat,Anand,IND,MALE,29,GENERAL,Graduate,1,41645,0,0,Gas cylinder,5525,17,5542,0.47,0.31,0.48,1152039,1170984,1780709
PARMAR HITESHKUMAR PARSOTTAMBHAI,Gujarat,Kheda,IND,MALE,42,SC,12th Pass,1,,,0,Bat,2730,11,2741,0.23,0.14,0.24,1157024,1179041,2008281
MANOJSINH RANAJITSINH RATHOD,Gujarat,Panchmahal,IND,MALE,26,GENERAL,10th Pass,1,185500,447844,0,Batsman,3984,29,4013,0.35,0.21,0.36,1111394,1132935,1898234
RAJESH RATHOD,Gujarat,Vadodara,IND,MALE,44,SC,5th Pass,1,516810,180000,0,Kettle,5416,53,5469,0.45,0.28,0.46,1193761,1213696,1950123
ATUL GAMECHI,Gujarat,Vadodara,IND,MALE,49,GENERAL,12th Pass,1,2054654,397058,0,Gas cylinder,1061,23,1084,0.09,0.06,0.09,1193761,1213696,1950123
DOSHI HARDIK BIPINBHAI,Gujarat,Vadodara,STWDRKSKP,MALE,36,GENERAL,Post Graduate,1,2181000,37000,0,Window,643,14,657,0.05,0.03,0.06,1193761,1213696,1950123
JASHUBHAI BHILUBHAI RATHVA,Gujarat,Chhota Udaipur,BJP,MALE,54,ST,Graduate,1,16589045,1940506,1,Lotus,791727,4862,796589,62.75,43.71,64.34,1238064,1269390,1822437
SUKHRAMBHAI HARIYABHAI RATHWA,Gujarat,Chhota Udaipur,INC,MALE,67,ST,10th Pass,1,,,0,Hand,394433,3379,397812,31.34,21.83,32.13,1238064,1269390,1822437
CHAITARBHAI DAMJIBHAI VASAVA,Gujarat,Bharuch,AAAP,MALE,35,ST,Graduate,13,5189754,0,0,Broom,518419,4042,522461,43.55,30.31,44.44,1175681,1199601,1723670
DILIPBHAI CHHOTUBHAI VASAVA,Gujarat,Bharuch,BHRTADVSIP,MALE,45,ST,Graduate,1,38025530,11720311,0,Hockey and ball,9981,33,10014,0.83,0.58,0.85,1175681,1199601,1723670
ISMAIL AHMAD PATEL,Gujarat,Bharuch,IND,MALE,66,GENERAL,12th Pass,13,2961470,0,0,Pressure cooker,1887,15,1902,0.16,0.11,0.16,1175681,1199601,1723670
DHARMESHKUMAR VISHNUBHAI VASAVA,Gujarat,Bharuch,IND,MALE,35,ST,8th Pass,1,,,0,Cot,1324,6,1330,0.11,0.08,0.11,1175681,1199601,1723670
SUMANBEN KHUSHWA (HANSIKA RAJPUT),Gujarat,Navsari,SVPP,FEMALE,35,GENERAL,8th Pass,1,1025000,250000,0,Whistle,1397,29,1426,0.11,0.06,0.11,1317754,1339344,2223804
ANANTKUMAR HASMUKHBHAI PATEL,Gujarat,Valsad,INC,MALE,46,ST,Post Graduate,4,19200000,1275000,0,Hand,547307,6215,553522,40.61,29.76,41.21,1343038,1363008,1860207
RAKESH KUMAR,Haryana,AMBALA,HRJSP,MALE,37,SC,12th Pass,5,5598600,600000,0,Ganna kisan,3110,1,3111,0.23,0.16,0.23,1340270,1348094,2003510
NAVEEN JINDAL,Haryana,KURUKSHETRA,BJP,MALE,54,GENERAL,Post Graduate,9,12414768000,73706000,1,Lotus,540677,1498,542175,44.92,30.12,45.05,1203433,1206961,1799822
